Date,Predictions
2022-04-18,3284.515339608982
2022-04-19,3284.515339608982
2022-04-20,3284.515339608982
2022-04-21,3284.515339608982
2022-04-22,3284.515339608982
2022-04-23,3284.515339608982
2022-04-24,3284.515339608982
2022-04-25,3284.515339608982
2022-04-26,3284.515339608982
2022-04-27,3284.1290946748995
2022-04-28,3284.1290946748995
2022-04-29,3284.515339608982
2022-04-30,3284.1290946748995
2022-05-01,3284.1290946748995
2022-05-02,3284.1290946748995
2022-05-03,3284.1290946748995
2022-05-04,3284.1290946748995
2022-05-05,3284.515339608982
2022-05-06,3284.515339608982
2022-05-07,3284.515339608982
2022-05-08,3284.515339608982
2022-05-09,3284.515339608982
2022-05-10,3284.515339608982
2022-05-11,3284.1290946748995
2022-05-12,3284.515339608982
2022-05-13,3284.515339608982
2022-05-14,3284.515339608982
2022-05-15,3284.515339608982
2022-05-16,3284.1290946748995
2022-05-17,3284.515339608982
2022-05-18,3284.515339608982
2022-05-19,3284.515339608982
2022-05-20,3284.515339608982
2022-05-21,3284.515339608982
2022-05-22,3284.1290946748995
2022-05-23,3284.1290946748995
2022-05-24,3284.1290946748995
2022-05-25,3284.1290946748995
2022-05-26,3284.515339608982
2022-05-27,3284.1290946748995
2022-05-28,3284.1290946748995
2022-05-29,3284.515339608982
2022-05-30,3284.1290946748995
2022-05-31,3284.1290946748995
2022-06-01,3284.1290946748995
2022-06-02,3284.1290946748995
2022-06-03,3284.1290946748995
2022-06-04,3284.1290946748995
2022-06-05,3284.1290946748995
2022-06-06,3284.1290946748995
2022-06-07,3284.1290946748995
2022-06-08,3284.1290946748995
2022-06-09,3284.1290946748995
2022-06-10,3284.515339608982
2022-06-11,3284.515339608982
2022-06-12,3284.1290946748995
2022-06-13,3284.1290946748995
2022-06-14,3284.1290946748995
2022-06-15,3284.1290946748995
2022-06-16,3284.1290946748995
2022-06-17,3284.1290946748995
2022-06-18,3284.1290946748995
2022-06-19,3284.1290946748995
2022-06-20,3284.1290946748995
2022-06-21,3284.1290946748995
2022-06-22,3284.1290946748995
2022-06-23,3284.1290946748995
2022-06-24,3284.1290946748995
2022-06-25,3284.1290946748995
2022-06-26,3284.1290946748995
2022-06-27,3284.1290946748995
2022-06-28,3284.1290946748995
2022-06-29,3284.1290946748995
2022-06-30,3284.1290946748995
2022-07-01,3284.1290946748995
2022-07-02,3284.1290946748995
2022-07-03,3284.1290946748995
2022-07-04,3284.1290946748995
2022-07-05,3284.1290946748995
2022-07-06,3284.1290946748995
2022-07-07,3284.1290946748995
2022-07-08,3284.1290946748995
2022-07-09,3284.1290946748995
2022-07-10,3284.1290946748995
2022-07-11,3284.1290946748995
2022-07-12,3284.1290946748995
2022-07-13,3284.1290946748995
2022-07-14,3284.1290946748995
2022-07-15,3284.1290946748995
2022-07-16,3284.1290946748995
2022-07-17,3284.1290946748995
2022-07-18,3284.1290946748995
2022-07-19,3284.1290946748995
2022-07-20,3284.1290946748995
2022-07-21,3284.1290946748995
2022-07-22,3284.1290946748995
2022-07-23,3284.515339608982
2022-07-24,3284.515339608982
2022-07-25,3284.1290946748995
2022-07-26,3284.1290946748995
2022-07-27,3284.1290946748995
2022-07-28,3284.1290946748995
2022-07-29,3284.1290946748995
2022-07-30,3284.1290946748995
2022-07-31,3284.1290946748995
2022-08-01,3284.1290946748995
2022-08-02,3284.1290946748995
2022-08-03,3284.1290946748995
2022-08-04,3284.1290946748995
2022-08-05,3284.1290946748995
2022-08-06,3284.1290946748995
2022-08-07,3284.1290946748995
2022-08-08,3284.1290946748995
2022-08-09,3284.1290946748995
2022-08-10,3284.1290946748995
2022-08-11,3284.1290946748995
2022-08-12,3284.1290946748995
